model,metric,label_code,data,pipe_name,pred_id
rf,overall_accuracy,,0.8322851153039832,smote_tomeklinks,manual_ndvi_1
rf,balanced_accuracy,,0.7959288604857,smote_tomeklinks,manual_ndvi_1
rf,kappa,,0.8057026476578412,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,1.0,0.9016393442622951,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,2.0,0.6296296296296297,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,3.0,0.9166666666666666,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,4.0,0.9253731343283582,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,6.0,1.0,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,7.0,0.48484848484848486,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,11.0,0.5238095238095238,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,12.0,0.72,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,13.0,0.8823529411764706,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,14.0,0.7083333333333333,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,16.0,0.875,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,17.0,0.8181818181818181,smote_tomeklinks,manual_ndvi_1
rf,producer_acc,20.0,0.9612403100775194,smote_tomeklinks,manual_ndvi_1
rf,user_acc,1.0,0.7857142857142857,smote_tomeklinks,manual_ndvi_1
rf,user_acc,2.0,0.45945945945945943,smote_tomeklinks,manual_ndvi_1
rf,user_acc,3.0,0.9166666666666666,smote_tomeklinks,manual_ndvi_1
rf,user_acc,4.0,0.8732394366197183,smote_tomeklinks,manual_ndvi_1
rf,user_acc,6.0,0.9,smote_tomeklinks,manual_ndvi_1
rf,user_acc,7.0,0.7272727272727273,smote_tomeklinks,manual_ndvi_1
rf,user_acc,11.0,0.6111111111111112,smote_tomeklinks,manual_ndvi_1
rf,user_acc,12.0,0.8181818181818181,smote_tomeklinks,manual_ndvi_1
rf,user_acc,13.0,0.9375,smote_tomeklinks,manual_ndvi_1
rf,user_acc,14.0,0.8292682926829268,smote_tomeklinks,manual_ndvi_1
rf,user_acc,16.0,0.7777777777777778,smote_tomeklinks,manual_ndvi_1
rf,user_acc,17.0,0.8181818181818181,smote_tomeklinks,manual_ndvi_1
rf,user_acc,20.0,0.96875,smote_tomeklinks,manual_ndvi_1
svm,overall_accuracy,,0.7777777777777778,smote_tomeklinks,manual_ndvi_1
svm,balanced_accuracy,,0.7084049885380678,smote_tomeklinks,manual_ndvi_1
svm,kappa,,0.7429120566221933,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,1.0,0.9016393442622951,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,2.0,0.40740740740740744,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,3.0,0.6666666666666667,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,4.0,0.8955223880597015,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,6.0,1.0,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,7.0,0.4545454545454546,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,11.0,0.19047619047619047,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,12.0,0.76,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,13.0,1.0,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,14.0,0.5208333333333333,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,16.0,0.625,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,17.0,0.8181818181818181,smote_tomeklinks,manual_ndvi_1
svm,producer_acc,20.0,0.9689922480620154,smote_tomeklinks,manual_ndvi_1
svm,user_acc,1.0,0.7432432432432432,smote_tomeklinks,manual_ndvi_1
svm,user_acc,2.0,0.33333333333333337,smote_tomeklinks,manual_ndvi_1
svm,user_acc,3.0,0.6666666666666667,smote_tomeklinks,manual_ndvi_1
svm,user_acc,4.0,0.8823529411764706,smote_tomeklinks,manual_ndvi_1
svm,user_acc,6.0,0.9,smote_tomeklinks,manual_ndvi_1
svm,user_acc,7.0,0.5769230769230769,smote_tomeklinks,manual_ndvi_1
svm,user_acc,11.0,0.2857142857142857,smote_tomeklinks,manual_ndvi_1
svm,user_acc,12.0,0.8260869565217391,smote_tomeklinks,manual_ndvi_1
svm,user_acc,13.0,0.8947368421052632,smote_tomeklinks,manual_ndvi_1
svm,user_acc,14.0,0.7575757575757576,smote_tomeklinks,manual_ndvi_1
svm,user_acc,16.0,0.2941176470588235,smote_tomeklinks,manual_ndvi_1
svm,user_acc,17.0,0.9,smote_tomeklinks,manual_ndvi_1
svm,user_acc,20.0,0.9765625,smote_tomeklinks,manual_ndvi_1
rf,overall_accuracy,,0.8343815513626834,smote_random,manual_ndvi_1
rf,balanced_accuracy,,0.8028557169786124,smote_random,manual_ndvi_1
rf,kappa,,0.8083587190349535,smote_random,manual_ndvi_1
rf,producer_acc,1.0,0.8852459016393442,smote_random,manual_ndvi_1
rf,producer_acc,2.0,0.6296296296296297,smote_random,manual_ndvi_1
rf,producer_acc,3.0,0.9166666666666666,smote_random,manual_ndvi_1
rf,producer_acc,4.0,0.9253731343283582,smote_random,manual_ndvi_1
rf,producer_acc,6.0,1.0,smote_random,manual_ndvi_1
rf,producer_acc,7.0,0.48484848484848486,smote_random,manual_ndvi_1
rf,producer_acc,11.0,0.5714285714285714,smote_random,manual_ndvi_1
rf,producer_acc,12.0,0.72,smote_random,manual_ndvi_1
rf,producer_acc,13.0,0.9411764705882353,smote_random,manual_ndvi_1
rf,producer_acc,14.0,0.7083333333333333,smote_random,manual_ndvi_1
rf,producer_acc,16.0,0.875,smote_random,manual_ndvi_1
rf,producer_acc,17.0,0.8181818181818181,smote_random,manual_ndvi_1
rf,producer_acc,20.0,0.9612403100775194,smote_random,manual_ndvi_1
rf,user_acc,1.0,0.782608695652174,smote_random,manual_ndvi_1
rf,user_acc,2.0,0.45945945945945943,smote_random,manual_ndvi_1
rf,user_acc,3.0,0.9166666666666666,smote_random,manual_ndvi_1
rf,user_acc,4.0,0.8857142857142857,smote_random,manual_ndvi_1
rf,user_acc,6.0,0.9,smote_random,manual_ndvi_1
rf,user_acc,7.0,0.7619047619047619,smote_random,manual_ndvi_1
rf,user_acc,11.0,0.631578947368421,smote_random,manual_ndvi_1
rf,user_acc,12.0,0.8181818181818181,smote_random,manual_ndvi_1
rf,user_acc,13.0,0.9411764705882353,smote_random,manual_ndvi_1
rf,user_acc,14.0,0.8292682926829268,smote_random,manual_ndvi_1
rf,user_acc,16.0,0.7,smote_random,manual_ndvi_1
