ESPE,ESPE_rc,YEAR,source,FCC,Ocu1,tile_name,coastal_spring,blue_spring,green_spring,red_spring,nir_spring,swir1_spring,swir2_spring,coastal_summer,blue_summer,green_summer,red_summer,nir_summer,swir1_summer,swir2_summer,coastal_summerlong,blue_summerlong,green_summerlong,red_summerlong,nir_summerlong,swir1_summerlong,swir2_summerlong,aspect,dem,shadow,slope,acibasi
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,895.0,939.0,1084.0,1137.0,2345.0,2061.0,1394.0,385.33334,444.33334,719.3333,757.6667,2168.6667,1949.0,1229.3334,385.33334,444.33334,719.3333,757.6667,2168.6667,1949.0,1229.3334,91.26459503173828,649.0,172.0,19.01975440979004,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,592.5,652.5,923.5,997.5,2254.0,2225.0,1557.5,592.5,652.5,923.5,997.5,2254.0,2225.0,1557.5,178.984619140625,631.0,205.0,8.31420612335205,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,970.0,1023.0,1183.0,1258.0,2433.0,2439.0,1674.0,516.3333,581.0,857.0,1024.6666,2000.0,2456.3333,1686.0,516.3333,581.0,857.0,1024.6666,2000.0,2456.3333,1686.0,100.36721801757812,623.0,183.0,6.139966011047363,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,452.66666,1459.3334,766.6667,1771.3334,2041.0,1947.3334,2209.6667,452.66666,1459.3334,766.6667,1771.3334,2041.0,1947.3334,2209.6667,218.8510284423828,627.0,219.0,20.039119720458984,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1109.0,1171.0,1337.0,1444.0,2685.0,2687.0,1862.0,617.0,707.6667,1039.6666,1203.3334,2328.3333,2621.3333,1826.0,617.0,707.6667,1039.6666,1203.3334,2328.3333,2621.3333,1826.0,137.0243377685547,630.0,181.0,7.182423114776611,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1168.0,1231.0,1438.0,1623.0,2691.0,2923.0,2247.0,635.0,711.6667,1052.0,1296.3334,2109.6667,2693.6667,2048.3333,635.0,711.6667,1052.0,1296.3334,2109.6667,2693.6667,2048.3333,149.44569396972656,613.0,199.0,6.647345066070557,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1171.0,1273.0,1573.0,1666.0,3205.0,2752.0,1979.0,579.0,666.3333,1069.6666,1283.6666,2239.6667,2643.0,2033.3334,579.0,666.3333,1069.6666,1283.6666,2239.6667,2643.0,2033.3334,324.3134460449219,612.0,145.0,12.401369094848633,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,592.3333,707.3333,1173.3334,1469.3334,2722.0,2713.6667,2099.0,592.3333,707.3333,1173.3334,1469.3334,2722.0,2713.6667,2099.0,79.20576477050781,590.0,176.0,5.520975112915039,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,506.33334,571.0,896.3333,1005.6667,2534.0,2267.0,1597.6666,506.33334,571.0,896.3333,1005.6667,2534.0,2267.0,1597.6666,215.60873413085938,617.0,200.0,8.333456039428711,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,510.33334,578.0,906.3333,1044.0,2345.0,2371.0,1705.3334,510.33334,578.0,906.3333,1044.0,2345.0,2371.0,1705.3334,56.35755920410156,590.0,154.0,12.677680969238281,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,593.6667,677.3333,1113.3334,1293.0,2439.0,2754.3333,2212.0,593.6667,677.3333,1113.3334,1293.0,2439.0,2754.3333,2212.0,93.9395523071289,610.0,180.0,11.740036010742188,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,591.0,692.3333,1106.0,1277.3334,2552.3333,2530.6667,1859.6666,591.0,692.3333,1106.0,1277.3334,2552.3333,2530.6667,1859.6666,131.08267211914062,592.0,191.0,5.75831937789917,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,721.3333,820.3333,1233.3334,1529.0,2577.3333,2988.0,2339.0,721.3333,820.3333,1233.3334,1529.0,2577.3333,2988.0,2339.0,70.46820068359375,568.0,177.0,2.582507371902466,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1409.0,1582.0,2151.0,2609.0,3699.0,4179.0,3556.0,1250.5,1434.5,2116.5,2564.0,3451.0,4102.5,3633.5,1250.5,1434.5,2116.5,2564.0,3451.0,4102.5,3633.5,210.4362030029297,551.0,184.0,1.3362841606140137,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,601.0,638.0,881.0,1007.0,2088.0,2052.0,1594.0,473.0,531.0,890.0,952.0,2213.0,2197.0,1704.0,473.0,531.0,890.0,952.0,2213.0,2197.0,1704.0,160.6136474609375,1195.0,158.0,21.01720428466797,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,516.0,560.0,834.0,954.0,2527.0,2206.0,1547.0,349.0,402.0,739.5,833.0,2559.5,2231.5,1562.5,349.0,402.0,739.5,833.0,2559.5,2231.5,1562.5,82.56734466552734,1156.0,142.0,33.38544845581055,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,644.0,649.0,722.0,803.0,1547.0,1716.0,1259.0,609.0,656.0,937.3333,1014.6667,2038.6666,2449.6667,1887.0,609.0,656.0,937.3333,1014.6667,2038.6666,2449.6667,1887.0,7.680002689361572,1097.0,2.0,57.1186408996582,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,859.0,927.0,1218.0,1423.0,2358.0,3014.0,2389.0,618.0,676.5,1049.0,1246.0,2318.5,3007.5,2360.5,618.0,676.5,1049.0,1246.0,2318.5,3007.5,2360.5,163.36021423339844,1081.0,248.0,36.48609161376953,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,960.0,1026.0,1285.0,1467.0,2419.0,3067.0,2433.0,666.0,747.5,1192.5,1355.5,2505.5,3259.5,2498.5,666.0,747.5,1192.5,1355.5,2505.5,3259.5,2498.5,182.6880340576172,1030.0,253.0,52.58319854736328,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,909.0,978.0,1314.0,1612.0,2769.0,3707.0,2918.0,917.3333,1020.3333,1527.6666,1901.6666,2857.6667,3921.0,3265.6667,917.3333,1020.3333,1527.6666,1901.6666,2857.6667,3921.0,3265.6667,327.8970642089844,1207.0,26.0,44.32727813720703,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,729.3333,803.0,1246.6666,1448.3334,2566.0,3338.0,2672.0,729.3333,803.0,1246.6666,1448.3334,2566.0,3338.0,2672.0,139.30113220214844,1173.0,220.0,23.493553161621094,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,930.3333,992.0,1385.3334,1707.0,2365.3333,3791.0,3316.6667,930.3333,992.0,1385.3334,1707.0,2365.3333,3791.0,3316.6667,277.4506530761719,1153.0,169.0,20.855915069580078,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,687.6667,742.0,1138.6666,1324.6666,2179.6667,3085.3333,2518.0,687.6667,742.0,1138.6666,1324.6666,2179.6667,3085.3333,2518.0,293.145751953125,1199.0,123.0,29.5567684173584,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,553.6667,592.3333,888.0,966.3333,2381.3333,2525.0,1914.3334,553.6667,592.3333,888.0,966.3333,2381.3333,2525.0,1914.3334,143.02853393554688,977.0,189.0,49.223182678222656,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,637.0,700.3333,1025.6666,1172.0,2648.6667,3041.0,2157.3333,637.0,700.3333,1025.6666,1172.0,2648.6667,3041.0,2157.3333,62.45208740234375,1103.0,5.0,63.68218231201172,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,475.0,545.0,899.3333,999.6667,2459.3333,2581.3333,1826.0,475.0,545.0,899.3333,999.6667,2459.3333,2581.3333,1826.0,51.30786895751953,1112.0,138.0,23.44647216796875,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,464.5,523.0,818.5,829.5,2002.0,2146.0,1488.0,464.5,523.0,818.5,829.5,2002.0,2146.0,1488.0,275.334228515625,1099.0,160.0,22.54660415649414,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,417.0,442.0,617.0,715.0,2042.0,1903.0,1200.0,230.5,274.5,553.5,621.5,2029.5,1986.5,1268.0,230.5,274.5,553.5,621.5,2029.5,1986.5,1268.0,173.23617553710938,1115.0,222.0,15.449471473693848,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,745.0,818.0,1112.0,1349.0,1970.0,2284.0,1878.0,674.5,769.0,1163.0,1339.0,2124.5,2361.0,1910.5,674.5,769.0,1163.0,1339.0,2124.5,2361.0,1910.5,142.75460815429688,1075.0,204.0,10.920501708984375,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,667.0,701.0,884.0,1085.0,1827.0,2041.0,1608.0,541.0,594.0,913.0,1031.0,1937.0,2176.0,1792.5,541.0,594.0,913.0,1031.0,1937.0,2176.0,1792.5,187.8538818359375,1042.0,196.0,5.878315448760986,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,226.0,249.0,419.0,342.0,1414.0,940.0,469.0,232.5,294.0,601.0,566.0,2441.5,1698.0,966.5,232.5,294.0,601.0,566.0,2441.5,1698.0,966.5,339.869873046875,1325.0,66.0,31.830360412597656,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,439.0,478.0,733.0,831.0,2363.0,1928.0,1328.0,580.0,673.0,1131.0,1222.0,3097.0,2873.0,2113.0,580.0,673.0,1131.0,1222.0,3097.0,2873.0,2113.0,212.90208435058594,1144.0,227.0,28.384254455566406,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,566.0,653.0,975.0,1240.0,2483.0,2390.0,1625.0,459.0,555.3333,951.6667,1163.6666,2757.0,2775.3333,1845.0,459.0,555.3333,951.6667,1163.6666,2757.0,2775.3333,1845.0,152.15635681152344,1383.0,233.0,27.078855514526367,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,667.0,723.0,1012.0,1163.0,2331.0,2727.0,2028.0,600.3333,673.3333,1022.6667,1138.6666,2553.0,2951.6667,2100.6667,600.3333,673.3333,1022.6667,1138.6666,2553.0,2951.6667,2100.6667,70.57379913330078,1067.0,16.0,67.5379867553711,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,311.0,338.0,584.0,638.0,2641.0,2015.0,1268.0,334.66666,381.0,690.3333,715.3333,2674.3333,2277.3333,1475.6666,334.66666,381.0,690.3333,715.3333,2674.3333,2277.3333,1475.6666,96.3328857421875,1077.0,127.0,52.176815032958984,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,395.0,408.0,571.0,674.0,1695.0,1765.0,1246.0,481.66666,524.0,829.0,975.3333,2306.6667,2644.6667,1956.6666,481.66666,524.0,829.0,975.3333,2306.6667,2644.6667,1956.6666,245.55628967285156,977.0,190.0,37.6196403503418,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,657.0,707.0,1061.3334,1280.6666,2148.0,3095.0,2530.0,657.0,707.0,1061.3334,1280.6666,2148.0,3095.0,2530.0,256.9458312988281,1124.0,170.0,38.18083953857422,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,647.5,699.0,1043.5,1276.0,2054.0,2976.5,2425.5,647.5,699.0,1043.5,1276.0,2054.0,2976.5,2425.5,279.47100830078125,902.0,156.0,22.355295181274414,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,508.33334,559.3333,870.3333,937.6667,2195.3333,2438.3333,1827.3334,508.33334,559.3333,870.3333,937.6667,2195.3333,2438.3333,1827.3334,42.66489028930664,1167.0,1.0,65.4222183227539,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,633.6667,720.3333,1131.3334,1287.0,2342.3333,2891.6667,2161.6667,633.6667,720.3333,1131.3334,1287.0,2342.3333,2891.6667,2161.6667,146.77740478515625,889.0,200.0,72.19342803955078,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,315.66666,336.33334,553.6667,523.6667,2418.6667,1757.6666,1048.6666,315.66666,336.33334,553.6667,523.6667,2418.6667,1757.6666,1048.6666,74.90496063232422,827.0,76.0,41.81575393676758,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,301.5,344.0,593.5,558.0,2663.5,1996.0,1065.0,301.5,344.0,593.5,558.0,2663.5,1996.0,1065.0,132.30422973632812,1092.0,195.0,5.797966003417969,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,607.6667,658.3333,985.6667,1138.6666,2005.0,2708.0,2126.3333,607.6667,658.3333,985.6667,1138.6666,2005.0,2708.0,2126.3333,223.8269500732422,856.0,219.0,45.778038024902344,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,657.0,696.0,952.0,1143.0,2121.0,2386.0,1939.0,616.0,673.0,990.0,1174.0,2112.0,2509.0,1964.0,616.0,673.0,990.0,1174.0,2112.0,2509.0,1964.0,108.19017028808594,1064.0,186.0,7.834755897521973,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,340.0,337.0,494.0,499.0,2053.0,1473.0,1000.0,319.33334,325.0,538.6667,538.0,2505.3333,1876.0,1225.3334,319.33334,325.0,538.6667,538.0,2505.3333,1876.0,1225.3334,-9999.0,1132.0,0.0,5.19291877746582,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,244.0,289.5,588.5,490.5,2286.0,1527.5,951.0,244.0,289.5,588.5,490.5,2286.0,1527.5,951.0,46.94075012207031,1355.0,80.0,27.757898330688477,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,299.33334,407.66666,849.3333,894.6667,3244.3333,2194.0,1240.3334,299.33334,407.66666,849.3333,894.6667,3244.3333,2194.0,1240.3334,130.68008422851562,1501.0,186.0,6.426097869873047,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,402.0,426.0,643.0,726.0,2175.0,1644.0,1130.0,314.0,355.0,615.0,632.0,2578.0,1854.0,1183.0,314.0,355.0,615.0,632.0,2578.0,1854.0,1183.0,90.83692932128906,1312.0,122.0,48.74882125854492,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,387.0,418.0,575.0,672.0,1699.0,1816.0,1105.0,301.0,343.0,646.5,812.0,1995.5,2322.5,1673.0,301.0,343.0,646.5,812.0,1995.5,2322.5,1673.0,299.3424987792969,1152.0,41.0,52.94759750366211,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,400.0,446.0,756.0,889.0,2483.0,2372.0,1703.0,491.0,571.0,929.0,1043.0,2591.5,2655.5,1773.5,491.0,571.0,929.0,1043.0,2591.5,2655.5,1773.5,211.99578857421875,1176.0,215.0,16.689193725585938,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,767.0,828.0,1150.0,1397.0,2819.0,3187.0,2369.0,581.0,670.5,1084.0,1201.0,2846.0,3085.0,2165.5,581.0,670.5,1084.0,1201.0,2846.0,3085.0,2165.5,62.55956268310547,1104.0,1.0,73.73783874511719,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,476.0,489.0,692.0,750.0,2419.0,1948.0,1355.0,381.33334,407.66666,696.6667,737.6667,2702.6667,2335.3333,1624.6666,381.33334,407.66666,696.6667,737.6667,2702.6667,2335.3333,1624.6666,192.7303009033203,1212.0,238.0,26.977947235107422,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,379.0,399.0,596.0,714.0,1921.0,2214.0,1598.0,603.3333,640.0,948.6667,1195.0,2363.6667,3124.3333,2439.6667,603.3333,640.0,948.6667,1195.0,2363.6667,3124.3333,2439.6667,256.5126037597656,1083.0,163.0,41.55952835083008,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,422.0,449.0,669.0,807.0,2147.0,1933.0,1348.0,471.33334,531.6667,875.0,980.3333,2574.6667,2578.3333,1861.3334,471.33334,531.6667,875.0,980.3333,2574.6667,2578.3333,1861.3334,209.24293518066406,1125.0,235.0,31.321914672851562,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,526.6667,601.3333,942.6667,1066.0,2437.6667,2573.3333,1800.3334,526.6667,601.3333,942.6667,1066.0,2437.6667,2573.3333,1800.3334,68.97368621826172,1052.0,1.0,75.17546844482422,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,425.0,425.0,517.0,608.0,1414.0,1498.0,1034.0,363.66666,399.66666,624.6667,665.0,1933.6666,2071.0,1440.3334,363.66666,399.66666,624.6667,665.0,1933.6666,2071.0,1440.3334,158.12319946289062,891.0,248.0,51.30775451660156,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,192.5,220.0,437.0,425.0,2048.5,1542.0,850.5,192.5,220.0,437.0,425.0,2048.5,1542.0,850.5,178.92245483398438,888.0,226.0,17.24197006225586,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1127.0,1173.0,1310.0,1438.0,2662.0,2476.0,1774.0,593.3333,673.3333,1024.0,1180.6666,2395.3333,2662.3333,1914.3334,593.3333,673.3333,1024.0,1180.6666,2395.3333,2662.3333,1914.3334,222.72996520996094,672.0,205.0,12.138774871826172,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,836.0,952.6667,1372.3334,1729.0,2617.3333,3344.0,2559.6667,836.0,952.6667,1372.3334,1729.0,2617.3333,3344.0,2559.6667,270.82830810546875,730.0,186.0,14.656167030334473,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,949.0,976.0,1076.0,1214.0,2371.0,2337.0,1604.0,450.0,512.3333,791.6667,859.0,2055.3333,2052.3333,1374.6666,450.0,512.3333,791.6667,859.0,2055.3333,2052.3333,1374.6666,123.35908508300781,651.0,206.0,19.127382278442383,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,982.0,1055.0,1280.0,1431.0,2495.0,2288.0,1678.0,505.66666,573.3333,907.3333,1064.3334,2054.3333,2428.0,1801.3334,505.66666,573.3333,907.3333,1064.3334,2054.3333,2428.0,1801.3334,240.11013793945312,680.0,197.0,4.763667583465576,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,945.0,993.0,1157.0,1237.0,2367.0,2282.0,1623.0,485.33334,548.6667,860.3333,1009.6667,1987.6666,2239.0,1642.3334,485.33334,548.6667,860.3333,1009.6667,1987.6666,2239.0,1642.3334,213.98812866210938,670.0,211.0,13.109027862548828,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,954.0,1000.0,1155.0,1215.0,2503.0,2262.0,1546.0,453.0,517.0,806.6667,874.6667,2157.0,2085.6667,1392.3334,453.0,517.0,806.6667,874.6667,2157.0,2085.6667,1392.3334,216.24691772460938,631.0,212.0,15.194222450256348,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,562.0,649.3333,1015.3333,1193.0,2263.6667,2503.3333,1812.0,562.0,649.3333,1015.3333,1193.0,2263.6667,2503.3333,1812.0,233.09779357910156,668.0,204.0,16.66158676147461,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,980.0,1038.0,1209.0,1314.0,2545.0,2337.0,1600.0,465.33334,534.3333,829.0,942.3333,2145.6667,2185.3333,1454.0,465.33334,534.3333,829.0,942.3333,2145.6667,2185.3333,1454.0,63.15386962890625,668.0,121.0,28.17325782775879,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,609.6667,1636.3334,1018.3333,2161.0,2310.6667,2479.3333,2747.6667,609.6667,1636.3334,1018.3333,2161.0,2310.6667,2479.3333,2747.6667,148.8859405517578,640.0,200.0,8.967334747314453,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1147.0,1224.0,1440.0,1622.0,2654.0,2914.0,2152.0,676.3333,780.6667,1208.6666,1446.6666,2366.0,2913.6667,2211.6667,676.3333,780.6667,1208.6666,1446.6666,2366.0,2913.6667,2211.6667,151.3339385986328,614.0,197.0,6.524440288543701,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1065.0,1138.0,1350.0,1437.0,2883.0,2572.0,1745.0,489.0,559.3333,876.6667,1009.6667,2162.6667,2412.3333,1701.6666,489.0,559.3333,876.6667,1009.6667,2162.6667,2412.3333,1701.6666,75.66014862060547,608.0,169.0,10.262917518615723,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,981.0,1030.0,1181.0,1243.0,2623.0,2263.0,1479.0,385.0,447.33334,725.3333,796.3333,2076.3333,2073.3333,1319.0,385.0,447.33334,725.3333,796.3333,2076.3333,2073.3333,1319.0,196.83499145507812,613.0,200.0,6.648412704467773,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,970.0,1041.0,1250.0,1351.0,2699.0,2317.0,1550.0,459.66666,510.66666,788.6667,897.3333,1947.6666,2205.3333,1600.0,459.66666,510.66666,788.6667,897.3333,1947.6666,2205.3333,1600.0,69.17211151123047,608.0,163.0,12.976072311401367,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,1009.0,1077.0,1320.0,1489.0,2739.0,2693.0,1992.0,604.6667,692.6667,1078.0,1342.3334,2509.0,2867.0,2091.3333,604.6667,692.6667,1078.0,1342.3334,2509.0,2867.0,2091.3333,183.4154052734375,629.0,211.0,10.580843925476074,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,709.6667,850.3333,1392.3334,1733.3334,2619.0,3143.0,2449.6667,709.6667,850.3333,1392.3334,1733.3334,2619.0,3143.0,2449.6667,243.62826538085938,605.0,187.0,3.3752102851867676,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,593.0,673.6667,1057.6666,1273.0,2390.6667,2560.6667,1966.3334,593.0,673.6667,1057.6666,1273.0,2390.6667,2560.6667,1966.3334,69.22293853759766,602.0,167.0,10.516518592834473,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,674.3333,790.6667,1309.0,1509.3334,2672.3333,2910.6667,2359.6667,674.3333,790.6667,1309.0,1509.3334,2672.3333,2910.6667,2359.6667,148.59405517578125,589.0,193.0,5.821056365966797,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,623.3333,709.0,1082.3334,1326.6666,2387.0,2753.6667,2056.3333,623.3333,709.0,1082.3334,1326.6666,2387.0,2753.6667,2056.3333,119.08926391601562,578.0,200.0,16.650510787963867,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,964.0,1042.0,1297.0,1473.0,2869.0,2657.0,1866.0,617.3333,708.3333,1120.6666,1395.3334,2483.3333,2999.0,2269.3333,617.3333,708.3333,1120.6666,1395.3334,2483.3333,2999.0,2269.3333,164.10122680664062,579.0,186.0,2.8093323707580566,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,579.0,599.0,809.0,899.0,2267.0,2095.0,1558.0,521.0,574.0,906.0,997.0,2636.0,2452.0,1816.0,521.0,574.0,906.0,997.0,2636.0,2452.0,1816.0,58.09195327758789,1188.0,109.0,27.5598201751709,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,856.0,932.0,1252.0,1485.0,2510.0,3054.0,2437.0,586.0,665.5,1080.5,1285.0,2476.5,2920.0,2256.0,586.0,665.5,1080.5,1285.0,2476.5,2920.0,2256.0,130.50352478027344,1127.0,215.0,28.633188247680664,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,726.0,795.6667,1252.6666,1463.3334,2447.3333,3359.6667,2737.0,726.0,795.6667,1252.6666,1463.3334,2447.3333,3359.6667,2737.0,269.7234802246094,1193.0,169.0,19.490999221801758,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,546.0,543.0,637.0,615.0,2169.0,1300.0,750.0,156.66667,190.33333,445.33334,389.33334,2095.0,1403.0,763.6667,156.66667,190.33333,445.33334,389.33334,2095.0,1403.0,763.6667,228.001220703125,912.0,212.0,21.627033233642578,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,465.0,536.5,820.5,852.0,2219.0,1983.5,1255.0,465.0,536.5,820.5,852.0,2219.0,1983.5,1255.0,272.5770263671875,624.0,178.0,6.9933905601501465,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,588.3333,670.6667,1044.6666,1305.6666,2392.0,2640.3333,1998.0,588.3333,670.6667,1044.6666,1305.6666,2392.0,2640.3333,1998.0,140.07330322265625,633.0,187.0,3.9890358448028564,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,423.0,487.66666,785.3333,850.3333,2251.3333,2101.0,1384.0,423.0,487.66666,785.3333,850.3333,2251.3333,2101.0,1384.0,64.73303985595703,604.0,163.0,10.712921142578125,-9999.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,717.3333,847.3333,1412.3334,1660.3334,2465.3333,3005.6667,2484.6667,717.3333,847.3333,1412.3334,1660.3334,2465.3333,3005.6667,2484.6667,238.01341247558594,572.0,200.0,15.892692565917969,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,435.0,467.0,676.0,801.0,1893.0,1962.0,1384.0,316.0,363.0,674.0,777.5,2014.5,2123.0,1535.5,316.0,363.0,674.0,777.5,2014.5,2123.0,1535.5,170.42015075683594,1116.0,198.0,6.365714073181152,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,431.66666,491.66666,769.6667,841.3333,2181.3333,2073.6667,1347.0,431.66666,491.66666,769.6667,841.3333,2181.3333,2073.6667,1347.0,218.45672607421875,620.0,197.0,11.550226211547852,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,1051.6666,1174.3334,1542.6666,1730.0,2322.3333,2538.6667,2080.0,1051.6666,1174.3334,1542.6666,1730.0,2322.3333,2538.6667,2080.0,24.06962013244629,995.0,155.0,8.321846961975098,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,941.0,998.0,1220.0,1436.0,1908.0,2178.0,1870.0,859.5,967.5,1378.5,1569.5,2120.5,2415.0,2122.0,859.5,967.5,1378.5,1569.5,2120.5,2415.0,2122.0,155.11375427246094,1048.0,199.0,7.48094367980957,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,961.0,1048.0,1361.0,1674.0,2168.0,2640.0,2266.0,865.5,984.5,1433.0,1663.0,2292.0,2640.5,2269.5,865.5,984.5,1433.0,1663.0,2292.0,2640.5,2269.5,168.30821228027344,995.0,208.0,9.679099082946777,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,940.0,987.0,1142.0,1324.0,1773.0,1839.0,1515.0,916.5,1018.0,1303.0,1421.0,1807.5,1808.5,1519.5,916.5,1018.0,1303.0,1421.0,1807.5,1808.5,1519.5,167.9579620361328,1015.0,192.0,3.3782730102539062,1.0
20.0,20,2005.0,SIOSE,0.0,0.0,p19_1,,,,,,,,539.5,596.5,956.0,1183.5,2452.0,2717.5,2119.5,539.5,596.5,956.0,1183.5,2452.0,2717.5,2119.5,183.58401489257812,1091.0,207.0,9.461548805236816,1.0
20.0,20,2011.0,SIOSE,0.0,0.0,p19_1,,,,,,,,,,,,,,,,,,,,,,-9999.0,1005.0,0.0,9.87283706665039,1.0
